Race,% Cases,% Deaths
American Indian/Alaska Native,0.4452483651036594,0.18820577164366373
Asian/Pacific Islander,1.9300721540877377,1.1919698870765372
Black,24.069252022500944,38.92722710163112
Multiple,6.957999562702498,1.3801756587202008
Other,6.391500526744717,1.772271016311167
Unknown,14.558031366157149,2.7446675031367627
White,45.64789600270329,53.79548306148055
