Date,Date Label,County,Cases,Deaths
12/16/2020,12/17/2020,Oscoda,233,14
12/16/2020,12/17/2020,Otsego,799,19
12/16/2020,12/17/2020,Ottawa,16135,203
12/16/2020,12/17/2020,Out of State,1264,7
12/16/2020,12/17/2020,Presque Isle,404,4
12/16/2020,12/17/2020,Roscommon,752,26
12/16/2020,12/17/2020,Saginaw,10602,320
12/16/2020,12/17/2020,Sanilac,1245,45
12/16/2020,12/17/2020,Schoolcraft,188,2
12/16/2020,12/17/2020,Shiawassee,2538,50
12/16/2020,12/17/2020,St. Clair,5474,122
12/16/2020,12/17/2020,St. Joseph,2917,42
12/16/2020,12/17/2020,Tuscola,2092,76
12/16/2020,12/17/2020,Unknown,13,0
12/16/2020,12/17/2020,Van Buren,3531,63
12/16/2020,12/17/2020,Washtenaw,11407,160
12/16/2020,12/17/2020,Wayne,49560,1629
12/16/2020,12/17/2020,Wexford,852,16
12/17/2020,12/18/2020,Alcona,255,9
12/17/2020,12/18/2020,Alger,178,1
12/17/2020,12/18/2020,Allegan,4808,39
12/17/2020,12/18/2020,Alpena,895,20
12/17/2020,12/18/2020,Antrim,504,9
12/17/2020,12/18/2020,Arenac,514,24
12/17/2020,12/18/2020,Baraga,456,28
12/17/2020,12/18/2020,Barry,2562,24
12/17/2020,12/18/2020,Bay,5468,157
12/17/2020,12/18/2020,Benzie,536,18
12/17/2020,12/18/2020,Berrien,8060,150
12/17/2020,12/18/2020,Branch,2577,49
12/17/2020,12/18/2020,Calhoun,6453,154
12/17/2020,12/18/2020,Cass,2652,40
12/17/2020,12/18/2020,Charlevoix,680,8
12/17/2020,12/18/2020,Cheboygan,578,29
12/17/2020,12/18/2020,Chippewa,476,9
12/17/2020,12/18/2020,Clare,960,29
12/17/2020,12/18/2020,Clinton,3342,34
12/17/2020,12/18/2020,Crawford,415,5
12/17/2020,12/18/2020,Delta,2427,56
12/17/2020,12/18/2020,Detroit City,23992,1657
12/17/2020,12/18/2020,Dickinson,1905,52
12/17/2020,12/18/2020,Eaton,3930,72
12/17/2020,12/18/2020,Emmet,1037,31
12/17/2020,12/18/2020,FCI,234,5
12/17/2020,12/18/2020,Genesee,17174,500
12/17/2020,12/18/2020,Gladwin,944,21
12/17/2020,12/18/2020,Gogebic,697,12
12/17/2020,12/18/2020,Grand Traverse,2449,35
12/17/2020,12/18/2020,Gratiot,2033,53
12/17/2020,12/18/2020,Hillsdale,2124,48
12/17/2020,12/18/2020,Houghton,1522,17
12/17/2020,12/18/2020,Huron,1181,33
12/17/2020,12/18/2020,Ingham,11231,157
12/17/2020,12/18/2020,Ionia,3024,37
12/17/2020,12/18/2020,Iosco,904,41
12/17/2020,12/18/2020,Iron,740,32
12/17/2020,12/18/2020,Isabella,2815,35
12/17/2020,12/18/2020,Jackson,6824,134
12/17/2020,12/18/2020,Kalamazoo,9949,196
12/17/2020,12/18/2020,Kalkaska,424,9
12/17/2020,12/18/2020,Kent,38422,459
12/17/2020,12/18/2020,Keweenaw,68,1
12/17/2020,12/18/2020,Lake,259,6
12/17/2020,12/18/2020,Lapeer,3223,83
12/17/2020,12/18/2020,Leelanau,482,4
12/17/2020,12/18/2020,Lenawee,3518,52
12/17/2020,12/18/2020,Livingston,6681,60
12/17/2020,12/18/2020,Luce,125,0
12/17/2020,12/18/2020,MDOC,18168,108
12/17/2020,12/18/2020,Mackinac,249,1
12/17/2020,12/18/2020,Macomb,44566,1408
12/17/2020,12/18/2020,Manistee,502,12
12/17/2020,12/18/2020,Marquette,3003,48
12/17/2020,12/18/2020,Mason,799,15
12/17/2020,12/18/2020,Mecosta,1499,12
12/17/2020,12/18/2020,Menominee,1353,22
12/17/2020,12/18/2020,Midland,3160,34
12/17/2020,12/18/2020,Missaukee,377,8
12/17/2020,12/18/2020,Monroe,6378,115
12/17/2020,12/18/2020,Montcalm,2570,53
12/17/2020,12/18/2020,Montmorency,234,6
12/17/2020,12/18/2020,Muskegon,8736,226
12/17/2020,12/18/2020,Newaygo,1996,27
12/17/2020,12/18/2020,Oakland,50285,1448
12/17/2020,12/18/2020,Oceana,1472,33
12/17/2020,12/18/2020,Ogemaw,700,23
12/17/2020,12/18/2020,Ontonagon,272,14
12/17/2020,12/18/2020,Osceola,657,14
12/17/2020,12/18/2020,Oscoda,232,15
12/17/2020,12/18/2020,Otsego,798,19
12/17/2020,12/18/2020,Ottawa,16307,207
12/17/2020,12/18/2020,Out of State,1262,7
12/17/2020,12/18/2020,Presque Isle,406,4
12/17/2020,12/18/2020,Roscommon,768,26
12/17/2020,12/18/2020,Saginaw,10733,328
12/17/2020,12/18/2020,Sanilac,1269,50
12/17/2020,12/18/2020,Schoolcraft,189,3
12/17/2020,12/18/2020,Shiawassee,2557,54
12/17/2020,12/18/2020,St. Clair,5526,126
12/17/2020,12/18/2020,St. Joseph,2933,42
12/17/2020,12/18/2020,Tuscola,2115,76
12/17/2020,12/18/2020,Unknown,2,0
12/17/2020,12/18/2020,Van Buren,3559,65
12/17/2020,12/18/2020,Washtenaw,11516,162
12/17/2020,12/18/2020,Wayne,50051,1651
12/17/2020,12/18/2020,Wexford,870,16
12/18/2020,12/19/2020,Alcona,267,9
12/18/2020,12/19/2020,Alger,182,1
12/18/2020,12/19/2020,Allegan,4853,39
12/18/2020,12/19/2020,Alpena,908,21
12/18/2020,12/19/2020,Antrim,508,9
12/18/2020,12/19/2020,Arenac,520,24
12/18/2020,12/19/2020,Baraga,459,28
12/18/2020,12/19/2020,Barry,2574,24
12/18/2020,12/19/2020,Bay,5532,159
12/18/2020,12/19/2020,Benzie,542,18
12/18/2020,12/19/2020,Berrien,8120,150
12/18/2020,12/19/2020,Branch,2602,50
12/18/2020,12/19/2020,Calhoun,6496,156
12/18/2020,12/19/2020,Cass,2669,40
12/18/2020,12/19/2020,Charlevoix,687,8
12/18/2020,12/19/2020,Cheboygan,584,29
12/18/2020,12/19/2020,Chippewa,487,9
12/18/2020,12/19/2020,Clare,982,29
12/18/2020,12/19/2020,Clinton,3385,34
12/18/2020,12/19/2020,Crawford,421,5
12/18/2020,12/19/2020,Delta,2435,56
12/18/2020,12/19/2020,Detroit City,24197,1656
12/18/2020,12/19/2020,Dickinson,1917,52
12/18/2020,12/19/2020,Eaton,3988,74
12/18/2020,12/19/2020,Emmet,1041,31
12/18/2020,12/19/2020,FCI,236,5
12/18/2020,12/19/2020,Genesee,17345,504
12/18/2020,12/19/2020,Gladwin,952,22
12/18/2020,12/19/2020,Gogebic,700,12
12/18/2020,12/19/2020,Grand Traverse,2481,36
12/18/2020,12/19/2020,Gratiot,2068,55
12/18/2020,12/19/2020,Hillsdale,2144,48
12/18/2020,12/19/2020,Houghton,1532,17
12/18/2020,12/19/2020,Huron,1195,33
12/18/2020,12/19/2020,Ingham,11368,159
12/18/2020,12/19/2020,Ionia,3059,37
12/18/2020,12/19/2020,Iosco,912,41
12/18/2020,12/19/2020,Iron,743,32
12/18/2020,12/19/2020,Isabella,2858,36
12/18/2020,12/19/2020,Jackson,6923,134
12/18/2020,12/19/2020,Kalamazoo,10002,198
12/18/2020,12/19/2020,Kalkaska,428,9
12/18/2020,12/19/2020,Kent,38694,467
12/18/2020,12/19/2020,Keweenaw,68,1
12/18/2020,12/19/2020,Lake,262,6
12/18/2020,12/19/2020,Lapeer,3317,84
12/18/2020,12/19/2020,Leelanau,496,5
12/18/2020,12/19/2020,Lenawee,3574,52
12/18/2020,12/19/2020,Livingston,6750,61
12/18/2020,12/19/2020,Luce,125,0
12/18/2020,12/19/2020,MDOC,18301,110
12/18/2020,12/19/2020,Mackinac,250,2
12/18/2020,12/19/2020,Macomb,44860,1408
12/18/2020,12/19/2020,Manistee,523,13
12/18/2020,12/19/2020,Marquette,3020,48
12/18/2020,12/19/2020,Mason,810,15
12/18/2020,12/19/2020,Mecosta,1509,12
12/18/2020,12/19/2020,Menominee,1360,22
12/18/2020,12/19/2020,Midland,3198,35
12/18/2020,12/19/2020,Missaukee,379,8
12/18/2020,12/19/2020,Monroe,6447,116
12/18/2020,12/19/2020,Montcalm,2608,53
12/18/2020,12/19/2020,Montmorency,243,7
12/18/2020,12/19/2020,Muskegon,8804,232
12/18/2020,12/19/2020,Newaygo,2011,27
12/18/2020,12/19/2020,Oakland,50688,1451
12/18/2020,12/19/2020,Oceana,1477,33
12/18/2020,12/19/2020,Ogemaw,710,23
12/18/2020,12/19/2020,Ontonagon,272,14
12/18/2020,12/19/2020,Osceola,662,14
12/18/2020,12/19/2020,Oscoda,234,15
12/18/2020,12/19/2020,Otsego,813,19
12/18/2020,12/19/2020,Ottawa,16394,212
12/18/2020,12/19/2020,Out of State,1281,7
12/18/2020,12/19/2020,Presque Isle,411,4
12/18/2020,12/19/2020,Roscommon,781,26
12/18/2020,12/19/2020,Saginaw,10943,332
12/18/2020,12/19/2020,Sanilac,1284,50
12/18/2020,12/19/2020,Schoolcraft,194,3
12/18/2020,12/19/2020,Shiawassee,2590,53
12/18/2020,12/19/2020,St. Clair,5595,129
12/18/2020,12/19/2020,St. Joseph,2973,42
12/18/2020,12/19/2020,Tuscola,2145,76
12/18/2020,12/19/2020,Unknown,5,0
12/18/2020,12/19/2020,Van Buren,3597,65
12/18/2020,12/19/2020,Washtenaw,11621,164
12/18/2020,12/19/2020,Wayne,50491,1653
12/18/2020,12/19/2020,Wexford,884,16
12/19/2020,12/20/2020,Alcona,269,10
12/19/2020,12/20/2020,Alger,185,1
12/19/2020,12/20/2020,Allegan,4905,43
12/19/2020,12/20/2020,Alpena,935,22
12/19/2020,12/20/2020,Antrim,497,8
12/19/2020,12/20/2020,Arenac,518,23
12/19/2020,12/20/2020,Baraga,445,28
12/19/2020,12/20/2020,Barry,2556,26
12/19/2020,12/20/2020,Bay,5604,164
12/19/2020,12/20/2020,Benzie,535,19
12/19/2020,12/20/2020,Berrien,8194,153
12/19/2020,12/20/2020,Branch,2651,54
12/19/2020,12/20/2020,Calhoun,6603,160
12/19/2020,12/20/2020,Cass,2698,39
12/19/2020,12/20/2020,Charlevoix,703,9
12/19/2020,12/20/2020,Cheboygan,599,29
12/19/2020,12/20/2020,Chippewa,494,10
12/19/2020,12/20/2020,Clare,998,30
12/19/2020,12/20/2020,Clinton,3330,33
12/19/2020,12/20/2020,Crawford,414,6
12/19/2020,12/20/2020,Delta,2429,56
12/19/2020,12/20/2020,Detroit City,24388,1663
12/19/2020,12/20/2020,Dickinson,1920,53
12/19/2020,12/20/2020,Eaton,4023,77
12/19/2020,12/20/2020,Emmet,1035,33
12/19/2020,12/20/2020,FCI,243,5
12/19/2020,12/20/2020,Genesee,17585,502
12/19/2020,12/20/2020,Gladwin,952,22
12/19/2020,12/20/2020,Gogebic,701,13
12/19/2020,12/20/2020,Grand Traverse,2526,37
12/19/2020,12/20/2020,Gratiot,2096,58
12/19/2020,12/20/2020,Hillsdale,2083,48
12/19/2020,12/20/2020,Houghton,1547,20
12/19/2020,12/20/2020,Huron,1208,34
12/19/2020,12/20/2020,Ingham,11563,164
12/19/2020,12/20/2020,Ionia,3082,37
12/19/2020,12/20/2020,Iosco,926,42
12/19/2020,12/20/2020,Iron,746,32
12/19/2020,12/20/2020,Isabella,2866,36
12/19/2020,12/20/2020,Jackson,6951,138
12/19/2020,12/20/2020,Kalamazoo,10135,199
12/19/2020,12/20/2020,Kalkaska,432,10
12/19/2020,12/20/2020,Kent,38904,474
12/19/2020,12/20/2020,Keweenaw,62,1
12/19/2020,12/20/2020,Lake,270,8
12/19/2020,12/20/2020,Lapeer,3335,85
12/19/2020,12/20/2020,Leelanau,509,5
12/19/2020,12/20/2020,Lenawee,3641,51
12/19/2020,12/20/2020,Livingston,6756,62
12/19/2020,12/20/2020,Luce,125,0
12/19/2020,12/20/2020,MDOC,18718,111
12/19/2020,12/20/2020,Mackinac,252,2
12/19/2020,12/20/2020,Macomb,45131,1445
12/19/2020,12/20/2020,Manistee,518,13
12/19/2020,12/20/2020,Marquette,3033,48
12/19/2020,12/20/2020,Mason,828,15
12/19/2020,12/20/2020,Mecosta,1500,12
12/19/2020,12/20/2020,Menominee,1381,23
12/19/2020,12/20/2020,Midland,3215,34
12/19/2020,12/20/2020,Missaukee,381,8
12/19/2020,12/20/2020,Monroe,6485,123
12/19/2020,12/20/2020,Montcalm,2608,56
12/19/2020,12/20/2020,Montmorency,226,7
12/19/2020,12/20/2020,Muskegon,8846,237
12/19/2020,12/20/2020,Newaygo,2030,27
12/19/2020,12/20/2020,Oakland,51047,1479
12/19/2020,12/20/2020,Oceana,1482,33
12/19/2020,12/20/2020,Ogemaw,733,25
12/19/2020,12/20/2020,Ontonagon,273,14
12/19/2020,12/20/2020,Osceola,683,14
12/19/2020,12/20/2020,Oscoda,231,14
12/19/2020,12/20/2020,Otsego,837,18
12/19/2020,12/20/2020,Ottawa,16603,216
12/19/2020,12/20/2020,Out of State,1288,8
12/19/2020,12/20/2020,Presque Isle,424,4
12/19/2020,12/20/2020,Roscommon,799,26
12/19/2020,12/20/2020,Saginaw,11005,340
12/19/2020,12/20/2020,Sanilac,1298,52
12/19/2020,12/20/2020,Schoolcraft,195,3
12/19/2020,12/20/2020,Shiawassee,2609,54
12/19/2020,12/20/2020,St. Clair,5636,129
12/19/2020,12/20/2020,St. Joseph,3022,44
12/19/2020,12/20/2020,Tuscola,2170,77
12/19/2020,12/20/2020,Van Buren,3647,68
12/19/2020,12/20/2020,Washtenaw,11721,169
12/19/2020,12/20/2020,Wayne,50926,1665
12/19/2020,12/20/2020,Wexford,899,16
12/21/2020,12/22/2020,Alcona,272,10
12/21/2020,12/22/2020,Alger,186,1
12/21/2020,12/22/2020,Allegan,4956,43
12/21/2020,12/22/2020,Alpena,950,22
12/21/2020,12/22/2020,Antrim,504,8
12/21/2020,12/22/2020,Arenac,523,23
12/21/2020,12/22/2020,Baraga,447,28
12/21/2020,12/22/2020,Barry,2584,27
12/21/2020,12/22/2020,Bay,5675,164
12/21/2020,12/22/2020,Benzie,540,19
12/21/2020,12/22/2020,Berrien,8259,156
12/21/2020,12/22/2020,Branch,2682,54
12/21/2020,12/22/2020,Calhoun,6649,161
12/21/2020,12/22/2020,Cass,2729,39
12/21/2020,12/22/2020,Charlevoix,709,9
12/21/2020,12/22/2020,Cheboygan,609,29
12/21/2020,12/22/2020,Chippewa,504,10
12/21/2020,12/22/2020,Clare,1015,32
12/21/2020,12/22/2020,Clinton,3384,34
12/21/2020,12/22/2020,Crawford,418,6
12/21/2020,12/22/2020,Delta,2437,57
12/21/2020,12/22/2020,Detroit City,24636,1663
12/21/2020,12/22/2020,Dickinson,1930,53
12/21/2020,12/22/2020,Eaton,4079,79
12/21/2020,12/22/2020,Emmet,1045,33
12/21/2020,12/22/2020,FCI,258,5
12/21/2020,12/22/2020,Genesee,17818,511
12/21/2020,12/22/2020,Gladwin,965,24
12/21/2020,12/22/2020,Gogebic,699,13
12/21/2020,12/22/2020,Grand Traverse,2570,37
12/21/2020,12/22/2020,Gratiot,2131,58
12/21/2020,12/22/2020,Hillsdale,2122,48
12/21/2020,12/22/2020,Houghton,1550,21
12/21/2020,12/22/2020,Huron,1235,35
12/21/2020,12/22/2020,Ingham,11690,166
12/21/2020,12/22/2020,Ionia,3115,37
12/21/2020,12/22/2020,Iosco,950,43
12/21/2020,12/22/2020,Iron,750,32
12/21/2020,12/22/2020,Isabella,2905,37
12/21/2020,12/22/2020,Jackson,7019,138
12/21/2020,12/22/2020,Kalamazoo,10227,201
12/21/2020,12/22/2020,Kalkaska,437,10
12/21/2020,12/22/2020,Kent,39249,472
12/21/2020,12/22/2020,Keweenaw,62,1
12/21/2020,12/22/2020,Lake,271,8
12/21/2020,12/22/2020,Lapeer,3382,87
12/21/2020,12/22/2020,Leelanau,515,5
12/21/2020,12/22/2020,Lenawee,3728,55
12/21/2020,12/22/2020,Livingston,6814,63
12/21/2020,12/22/2020,Luce,125,0
12/21/2020,12/22/2020,MDOC,18816,113
12/21/2020,12/22/2020,Mackinac,253,2
12/21/2020,12/22/2020,Macomb,45489,1449
12/21/2020,12/22/2020,Manistee,522,13
12/21/2020,12/22/2020,Marquette,3057,49
12/21/2020,12/22/2020,Mason,849,15
12/21/2020,12/22/2020,Mecosta,1514,12
12/21/2020,12/22/2020,Menominee,1387,24
12/21/2020,12/22/2020,Midland,3244,36
12/21/2020,12/22/2020,Missaukee,388,8
12/21/2020,12/22/2020,Monroe,6570,124
12/21/2020,12/22/2020,Montcalm,2634,57
12/21/2020,12/22/2020,Montmorency,232,7
12/21/2020,12/22/2020,Muskegon,8892,238
12/21/2020,12/22/2020,Newaygo,2048,28
12/21/2020,12/22/2020,Oakland,51482,1481
12/21/2020,12/22/2020,Oceana,1494,34
12/21/2020,12/22/2020,Ogemaw,746,25
12/21/2020,12/22/2020,Ontonagon,274,14
12/21/2020,12/22/2020,Osceola,689,14
12/21/2020,12/22/2020,Oscoda,234,14
12/21/2020,12/22/2020,Otsego,844,18
12/21/2020,12/22/2020,Ottawa,16732,218
12/21/2020,12/22/2020,Out of State,1290,8
12/21/2020,12/22/2020,Presque Isle,444,4
12/21/2020,12/22/2020,Roscommon,803,27
12/21/2020,12/22/2020,Saginaw,11125,349
12/21/2020,12/22/2020,Sanilac,1311,54
12/21/2020,12/22/2020,Schoolcraft,196,3
12/21/2020,12/22/2020,Shiawassee,2666,54
12/21/2020,12/22/2020,St. Clair,5712,129
12/21/2020,12/22/2020,St. Joseph,3049,44
12/21/2020,12/22/2020,Tuscola,2195,77
12/21/2020,12/22/2020,Unknown,2,0
12/21/2020,12/22/2020,Van Buren,3683,68
12/21/2020,12/22/2020,Washtenaw,11830,169
12/21/2020,12/22/2020,Wayne,51495,1670
12/21/2020,12/22/2020,Wexford,903,16
12/22/2020,12/23/2020,Alcona,272,11
12/22/2020,12/23/2020,Alger,185,1
12/22/2020,12/23/2020,Allegan,5004,44
12/22/2020,12/23/2020,Alpena,954,23
12/22/2020,12/23/2020,Antrim,506,8
12/22/2020,12/23/2020,Arenac,525,23
12/22/2020,12/23/2020,Baraga,450,28
12/22/2020,12/23/2020,Barry,2646,28
12/22/2020,12/23/2020,Bay,5692,173
12/22/2020,12/23/2020,Benzie,542,21
12/22/2020,12/23/2020,Berrien,8308,161
12/22/2020,12/23/2020,Branch,2672,57
12/22/2020,12/23/2020,Calhoun,6631,165
12/22/2020,12/23/2020,Cass,2743,41
12/22/2020,12/23/2020,Charlevoix,710,9
12/22/2020,12/23/2020,Cheboygan,609,30
12/22/2020,12/23/2020,Chippewa,570,10
12/22/2020,12/23/2020,Clare,1026,36
12/22/2020,12/23/2020,Clinton,3411,37
12/22/2020,12/23/2020,Crawford,420,6
12/22/2020,12/23/2020,Delta,2438,57
12/22/2020,12/23/2020,Detroit City,24790,1667
12/22/2020,12/23/2020,Dickinson,1936,53
12/22/2020,12/23/2020,Eaton,4119,80
12/22/2020,12/23/2020,Emmet,1047,33
12/22/2020,12/23/2020,FCI,261,5
12/22/2020,12/23/2020,Genesee,17913,519
12/22/2020,12/23/2020,Gladwin,973,24
12/22/2020,12/23/2020,Gogebic,700,14
12/22/2020,12/23/2020,Grand Traverse,2588,38
12/22/2020,12/23/2020,Gratiot,2137,60
12/22/2020,12/23/2020,Hillsdale,2228,49
12/22/2020,12/23/2020,Houghton,1556,23
12/22/2020,12/23/2020,Huron,1256,37
12/22/2020,12/23/2020,Ingham,11766,163
12/22/2020,12/23/2020,Ionia,3122,38
12/22/2020,12/23/2020,Iosco,951,44
12/22/2020,12/23/2020,Iron,750,32
12/22/2020,12/23/2020,Isabella,2923,39
12/22/2020,12/23/2020,Jackson,7054,142
12/22/2020,12/23/2020,Kalamazoo,10279,203
12/22/2020,12/23/2020,Kalkaska,437,11
12/22/2020,12/23/2020,Kent,39379,479
12/22/2020,12/23/2020,Keweenaw,62,1
12/22/2020,12/23/2020,Lake,275,8
12/22/2020,12/23/2020,Lapeer,3424,88
12/22/2020,12/23/2020,Leelanau,517,6
12/22/2020,12/23/2020,Lenawee,3767,56
12/22/2020,12/23/2020,Livingston,6863,64
12/22/2020,12/23/2020,Luce,125,0
12/22/2020,12/23/2020,MDOC,19194,114
12/22/2020,12/23/2020,Mackinac,253,2
12/22/2020,12/23/2020,Macomb,45712,1463
12/22/2020,12/23/2020,Manistee,527,14
12/22/2020,12/23/2020,Marquette,3059,49
12/22/2020,12/23/2020,Mason,855,18
12/22/2020,12/23/2020,Mecosta,1517,12
12/22/2020,12/23/2020,Menominee,1395,25
12/22/2020,12/23/2020,Midland,3288,38
12/22/2020,12/23/2020,Missaukee,389,8
12/22/2020,12/23/2020,Monroe,6614,126
12/22/2020,12/23/2020,Montcalm,2645,59
12/22/2020,12/23/2020,Montmorency,233,7
12/22/2020,12/23/2020,Muskegon,8908,242
12/22/2020,12/23/2020,Newaygo,2062,28
12/22/2020,12/23/2020,Oakland,51805,1496
12/22/2020,12/23/2020,Oceana,1501,39
12/22/2020,12/23/2020,Ogemaw,752,26
12/22/2020,12/23/2020,Ontonagon,274,14
12/22/2020,12/23/2020,Osceola,700,16
12/22/2020,12/23/2020,Oscoda,235,14
12/22/2020,12/23/2020,Otsego,845,18
12/22/2020,12/23/2020,Ottawa,16782,223
12/22/2020,12/23/2020,Out of State,1307,9
12/22/2020,12/23/2020,Presque Isle,447,4
12/22/2020,12/23/2020,Roscommon,808,27
12/22/2020,12/23/2020,Saginaw,11160,357
12/22/2020,12/23/2020,Sanilac,1317,55
12/22/2020,12/23/2020,Schoolcraft,195,3
12/22/2020,12/23/2020,Shiawassee,2693,55
12/22/2020,12/23/2020,St. Clair,5768,137
12/22/2020,12/23/2020,St. Joseph,3069,43
12/22/2020,12/23/2020,Tuscola,2197,78
12/22/2020,12/23/2020,Unknown,3,0
12/22/2020,12/23/2020,Van Buren,3674,68
12/22/2020,12/23/2020,Washtenaw,11964,176
12/22/2020,12/23/2020,Wayne,51916,1680
12/22/2020,12/23/2020,Wexford,910,17
12/23/2020,12/24/2020,Alcona,273,11
12/23/2020,12/24/2020,Alger,185,1
12/23/2020,12/24/2020,Allegan,5033,45
12/23/2020,12/24/2020,Alpena,955,23
12/23/2020,12/24/2020,Antrim,509,8
12/23/2020,12/24/2020,Arenac,527,23
12/23/2020,12/24/2020,Baraga,452,28
12/23/2020,12/24/2020,Barry,2656,29
12/23/2020,12/24/2020,Bay,5738,173
12/23/2020,12/24/2020,Benzie,546,23
12/23/2020,12/24/2020,Berrien,8348,164
12/23/2020,12/24/2020,Branch,2690,58
12/23/2020,12/24/2020,Calhoun,6682,166
12/23/2020,12/24/2020,Cass,2762,41
12/23/2020,12/24/2020,Charlevoix,713,9
12/23/2020,12/24/2020,Cheboygan,608,31
12/23/2020,12/24/2020,Chippewa,515,11
12/23/2020,12/24/2020,Clare,1035,37
12/23/2020,12/24/2020,Clinton,3439,38
12/23/2020,12/24/2020,Crawford,422,6
12/23/2020,12/24/2020,Delta,2450,58
12/23/2020,12/24/2020,Detroit City,24919,1667
12/23/2020,12/24/2020,Dickinson,1945,53
12/23/2020,12/24/2020,Eaton,4152,80
12/23/2020,12/24/2020,Emmet,1049,33
12/23/2020,12/24/2020,FCI,279,5
12/23/2020,12/24/2020,Genesee,18065,521
12/23/2020,12/24/2020,Gladwin,983,26
12/23/2020,12/24/2020,Gogebic,700,15
12/23/2020,12/24/2020,Grand Traverse,2616,40
12/23/2020,12/24/2020,Gratiot,2151,60
12/23/2020,12/24/2020,Hillsdale,2250,49
12/23/2020,12/24/2020,Houghton,1555,24
12/23/2020,12/24/2020,Huron,1272,37
12/23/2020,12/24/2020,Ingham,11817,168
12/23/2020,12/24/2020,Ionia,3144,38
12/23/2020,12/24/2020,Iosco,952,44
12/23/2020,12/24/2020,Iron,757,32
12/23/2020,12/24/2020,Isabella,2950,39
12/23/2020,12/24/2020,Jackson,7110,142
12/23/2020,12/24/2020,Kalamazoo,10310,203
12/23/2020,12/24/2020,Kalkaska,440,11
12/23/2020,12/24/2020,Kent,39616,479
12/23/2020,12/24/2020,Keweenaw,63,1
12/23/2020,12/24/2020,Lake,276,8
12/23/2020,12/24/2020,Lapeer,3461,88
12/23/2020,12/24/2020,Leelanau,529,6
12/23/2020,12/24/2020,Lenawee,3827,56
12/23/2020,12/24/2020,Livingston,6900,67
12/23/2020,12/24/2020,Luce,126,0
12/23/2020,12/24/2020,MDOC,19727,114
12/23/2020,12/24/2020,Mackinac,254,2
12/23/2020,12/24/2020,Macomb,45996,1470
12/23/2020,12/24/2020,Manistee,541,14
12/23/2020,12/24/2020,Marquette,3071,49
12/23/2020,12/24/2020,Mason,871,18
12/23/2020,12/24/2020,Mecosta,1521,12
12/23/2020,12/24/2020,Menominee,1406,25
12/23/2020,12/24/2020,Midland,3330,39
12/23/2020,12/24/2020,Missaukee,392,8
12/23/2020,12/24/2020,Monroe,6673,128
12/23/2020,12/24/2020,Montcalm,2668,59
12/23/2020,12/24/2020,Montmorency,235,7
12/23/2020,12/24/2020,Muskegon,8939,246
12/23/2020,12/24/2020,Newaygo,2086,28
12/23/2020,12/24/2020,Oakland,52099,1504
12/23/2020,12/24/2020,Oceana,1507,39
12/23/2020,12/24/2020,Ogemaw,754,26
12/23/2020,12/24/2020,Ontonagon,274,14
12/23/2020,12/24/2020,Osceola,704,16
12/23/2020,12/24/2020,Oscoda,234,14
12/23/2020,12/24/2020,Otsego,849,19
12/23/2020,12/24/2020,Ottawa,16894,227
12/23/2020,12/24/2020,Out of State,1322,9
12/23/2020,12/24/2020,Presque Isle,449,4
12/23/2020,12/24/2020,Roscommon,812,27
12/23/2020,12/24/2020,Saginaw,11304,358
12/23/2020,12/24/2020,Sanilac,1325,54
12/23/2020,12/24/2020,Schoolcraft,195,3
12/23/2020,12/24/2020,Shiawassee,2722,55
12/23/2020,12/24/2020,St. Clair,5816,141
12/23/2020,12/24/2020,St. Joseph,3097,43
12/23/2020,12/24/2020,Tuscola,2218,80
12/23/2020,12/24/2020,Unknown,3,0
12/23/2020,12/24/2020,Van Buren,3704,68
12/23/2020,12/24/2020,Washtenaw,12018,176
12/23/2020,12/24/2020,Wayne,52248,1687
12/23/2020,12/24/2020,Wexford,918,17
12/26/2020,12/27/2020,Alcona,275,11
12/26/2020,12/27/2020,Alger,188,1
12/26/2020,12/27/2020,Allegan,5141,48
12/26/2020,12/27/2020,Alpena,975,23
12/26/2020,12/27/2020,Antrim,522,9
12/26/2020,12/27/2020,Arenac,532,24
12/26/2020,12/27/2020,Baraga,454,28
12/26/2020,12/27/2020,Barry,2688,32
12/26/2020,12/27/2020,Bay,5840,180
12/26/2020,12/27/2020,Benzie,551,23
12/26/2020,12/27/2020,Berrien,8488,165
12/26/2020,12/27/2020,Branch,2753,59
12/26/2020,12/27/2020,Calhoun,6774,168
12/26/2020,12/27/2020,Cass,2812,43
12/26/2020,12/27/2020,Charlevoix,717,9
12/26/2020,12/27/2020,Cheboygan,622,31
12/26/2020,12/27/2020,Chippewa,535,11
12/26/2020,12/27/2020,Clare,1050,37
12/26/2020,12/27/2020,Clinton,3478,39
12/26/2020,12/27/2020,Crawford,424,6
12/26/2020,12/27/2020,Delta,2459,58
12/26/2020,12/27/2020,Detroit City,25219,1678
12/26/2020,12/27/2020,Dickinson,1968,54
12/26/2020,12/27/2020,Eaton,4228,85
12/26/2020,12/27/2020,Emmet,1053,33
12/26/2020,12/27/2020,FCI,281,5
12/26/2020,12/27/2020,Genesee,18368,532
12/26/2020,12/27/2020,Gladwin,999,26
12/26/2020,12/27/2020,Gogebic,702,15
12/26/2020,12/27/2020,Grand Traverse,2687,41
12/26/2020,12/27/2020,Gratiot,2169,64
12/26/2020,12/27/2020,Hillsdale,2305,53
12/26/2020,12/27/2020,Houghton,1568,24
12/26/2020,12/27/2020,Huron,1299,40
12/26/2020,12/27/2020,Ingham,12001,175
