Date,Date Label,County,Cases,Deaths
7/8/2020,7/9/2020,Detroit City,11805,1449
7/8/2020,7/9/2020,Dickinson,15,2
7/8/2020,7/9/2020,Eaton,278,7
7/8/2020,7/9/2020,Emmet,28,2
7/8/2020,7/9/2020,FCI,182,5
7/8/2020,7/9/2020,Genesee,2275,265
7/8/2020,7/9/2020,Gladwin,27,1
7/8/2020,7/9/2020,Gogebic,10,1
7/8/2020,7/9/2020,Grand Traverse,68,5
7/8/2020,7/9/2020,Gratiot,90,14
7/8/2020,7/9/2020,Hillsdale,189,25
7/8/2020,7/9/2020,Houghton,20,0
7/8/2020,7/9/2020,Huron,60,3
7/8/2020,7/9/2020,Ingham,1083,29
7/8/2020,7/9/2020,Ionia,181,4
7/8/2020,7/9/2020,Iosco,101,10
7/8/2020,7/9/2020,Iron,6,1
7/8/2020,7/9/2020,Isabella,116,8
7/8/2020,7/9/2020,Jackson,509,31
7/8/2020,7/9/2020,Kalamazoo,1081,68
7/8/2020,7/9/2020,Kalkaska,28,2
7/8/2020,7/9/2020,Kent,5014,136
7/8/2020,7/9/2020,Keweenaw,1,0
7/8/2020,7/9/2020,Lake,10,0
7/8/2020,7/9/2020,Lapeer,262,30
7/8/2020,7/9/2020,Leelanau,28,0
7/8/2020,7/9/2020,Lenawee,215,8
7/8/2020,7/9/2020,Livingston,479,27
7/8/2020,7/9/2020,Luce,3,0
7/8/2020,7/9/2020,MDOC,4112,68
7/8/2020,7/9/2020,Mackinac,9,0
7/8/2020,7/9/2020,Macomb,7404,886
7/8/2020,7/9/2020,Manistee,22,0
7/8/2020,7/9/2020,Marquette,83,11
7/8/2020,7/9/2020,Mason,63,0
7/8/2020,7/9/2020,Mecosta,29,2
7/8/2020,7/9/2020,Menominee,28,0
7/8/2020,7/9/2020,Midland,132,9
7/8/2020,7/9/2020,Missaukee,23,1
7/8/2020,7/9/2020,Monroe,561,20
7/8/2020,7/9/2020,Montcalm,110,1
7/8/2020,7/9/2020,Montmorency,5,0
7/8/2020,7/9/2020,Muskegon,858,53
7/8/2020,7/9/2020,Newaygo,177,0
7/8/2020,7/9/2020,Oakland,9244,1054
7/8/2020,7/9/2020,Oceana,352,4
7/8/2020,7/9/2020,Ogemaw,32,2
7/8/2020,7/9/2020,Ontonagon,1,0
7/8/2020,7/9/2020,Osceola,36,0
7/8/2020,7/9/2020,Oscoda,16,1
7/8/2020,7/9/2020,Otsego,106,10
7/8/2020,7/9/2020,Ottawa,1100,47
7/8/2020,7/9/2020,Out of State,133,0
7/8/2020,7/9/2020,Presque Isle,13,0
7/8/2020,7/9/2020,Roscommon,25,0
7/8/2020,7/9/2020,Saginaw,1292,121
7/8/2020,7/9/2020,Sanilac,52,5
7/8/2020,7/9/2020,Schoolcraft,7,0
7/8/2020,7/9/2020,Shiawassee,257,27
7/8/2020,7/9/2020,St. Clair,509,51
7/8/2020,7/9/2020,St. Joseph,324,5
7/8/2020,7/9/2020,Tuscola,232,26
7/8/2020,7/9/2020,Unknown,3,0
7/8/2020,7/9/2020,Van Buren,229,7
7/8/2020,7/9/2020,Washtenaw,1588,107
7/8/2020,7/9/2020,Wayne,10752,1173
7/8/2020,7/9/2020,Wexford,43,4
7/9/2020,7/10/2020,Alcona,20,1
7/9/2020,7/10/2020,Alger,3,0
7/9/2020,7/10/2020,Allegan,316,7
7/9/2020,7/10/2020,Alpena,111,11
7/9/2020,7/10/2020,Antrim,23,0
7/9/2020,7/10/2020,Arenac,34,2
7/9/2020,7/10/2020,Baraga,5,0
7/9/2020,7/10/2020,Barry,100,3
7/9/2020,7/10/2020,Bay,373,31
7/9/2020,7/10/2020,Benzie,9,0
7/9/2020,7/10/2020,Berrien,803,60
7/9/2020,7/10/2020,Branch,249,2
7/9/2020,7/10/2020,Calhoun,525,38
7/9/2020,7/10/2020,Cass,161,6
7/9/2020,7/10/2020,Charlevoix,26,2
7/9/2020,7/10/2020,Cheboygan,22,2
7/9/2020,7/10/2020,Chippewa,15,0
7/9/2020,7/10/2020,Clare,31,3
7/9/2020,7/10/2020,Clinton,229,12
7/9/2020,7/10/2020,Crawford,76,5
7/9/2020,7/10/2020,Delta,26,3
7/9/2020,7/10/2020,Detroit City,11840,1449
7/9/2020,7/10/2020,Dickinson,15,2
7/9/2020,7/10/2020,Eaton,279,7
7/9/2020,7/10/2020,Emmet,30,2
7/9/2020,7/10/2020,FCI,182,5
7/9/2020,7/10/2020,Genesee,2282,265
7/9/2020,7/10/2020,Gladwin,27,1
7/9/2020,7/10/2020,Gogebic,10,1
7/9/2020,7/10/2020,Grand Traverse,76,5
7/9/2020,7/10/2020,Gratiot,95,14
7/9/2020,7/10/2020,Hillsdale,192,25
7/9/2020,7/10/2020,Houghton,24,0
7/9/2020,7/10/2020,Huron,63,3
7/9/2020,7/10/2020,Ingham,1096,30
7/9/2020,7/10/2020,Ionia,181,4
7/9/2020,7/10/2020,Iosco,103,10
7/9/2020,7/10/2020,Iron,6,1
7/9/2020,7/10/2020,Isabella,122,8
7/9/2020,7/10/2020,Jackson,512,31
7/9/2020,7/10/2020,Kalamazoo,1095,69
7/9/2020,7/10/2020,Kalkaska,28,2
7/9/2020,7/10/2020,Kent,5120,136
7/9/2020,7/10/2020,Keweenaw,1,0
7/9/2020,7/10/2020,Lake,11,0
7/9/2020,7/10/2020,Lapeer,264,30
7/9/2020,7/10/2020,Leelanau,30,0
7/9/2020,7/10/2020,Lenawee,221,10
7/9/2020,7/10/2020,Livingston,484,27
7/9/2020,7/10/2020,Luce,3,0
7/9/2020,7/10/2020,MDOC,4110,68
7/9/2020,7/10/2020,Mackinac,9,0
7/9/2020,7/10/2020,Macomb,7443,886
7/9/2020,7/10/2020,Manistee,22,0
7/9/2020,7/10/2020,Marquette,84,11
7/9/2020,7/10/2020,Mason,65,0
7/9/2020,7/10/2020,Mecosta,31,2
7/9/2020,7/10/2020,Menominee,31,0
7/9/2020,7/10/2020,Midland,135,9
7/9/2020,7/10/2020,Missaukee,23,1
7/9/2020,7/10/2020,Monroe,563,20
7/9/2020,7/10/2020,Montcalm,112,1
7/9/2020,7/10/2020,Montmorency,5,0
7/9/2020,7/10/2020,Muskegon,862,53
7/9/2020,7/10/2020,Newaygo,182,0
7/9/2020,7/10/2020,Oakland,9323,1055
7/9/2020,7/10/2020,Oceana,358,4
7/9/2020,7/10/2020,Ogemaw,32,2
7/9/2020,7/10/2020,Ontonagon,1,0
7/9/2020,7/10/2020,Osceola,38,0
7/9/2020,7/10/2020,Oscoda,16,1
7/9/2020,7/10/2020,Otsego,106,10
7/9/2020,7/10/2020,Ottawa,1122,47
7/9/2020,7/10/2020,Out of State,38,0
7/9/2020,7/10/2020,Presque Isle,13,0
7/9/2020,7/10/2020,Roscommon,25,0
7/9/2020,7/10/2020,Saginaw,1302,121
7/9/2020,7/10/2020,Sanilac,52,5
7/9/2020,7/10/2020,Schoolcraft,7,0
7/9/2020,7/10/2020,Shiawassee,258,27
7/9/2020,7/10/2020,St. Clair,512,52
7/9/2020,7/10/2020,St. Joseph,328,5
7/9/2020,7/10/2020,Tuscola,234,26
7/9/2020,7/10/2020,Unknown,3,0
7/9/2020,7/10/2020,Van Buren,230,8
7/9/2020,7/10/2020,Washtenaw,1609,107
7/9/2020,7/10/2020,Wayne,10806,1174
7/9/2020,7/10/2020,Wexford,44,4
7/10/2020,7/11/2020,Alcona,20,1
7/10/2020,7/11/2020,Alger,3,0
7/10/2020,7/11/2020,Allegan,320,7
7/10/2020,7/11/2020,Alpena,111,12
7/10/2020,7/11/2020,Antrim,23,0
7/10/2020,7/11/2020,Arenac,34,2
7/10/2020,7/11/2020,Baraga,5,0
7/10/2020,7/11/2020,Barry,109,2
7/10/2020,7/11/2020,Bay,376,31
7/10/2020,7/11/2020,Benzie,9,0
7/10/2020,7/11/2020,Berrien,817,60
7/10/2020,7/11/2020,Branch,249,2
7/10/2020,7/11/2020,Calhoun,530,38
7/10/2020,7/11/2020,Cass,165,6
7/10/2020,7/11/2020,Charlevoix,27,2
7/10/2020,7/11/2020,Cheboygan,22,2
7/10/2020,7/11/2020,Chippewa,17,0
7/10/2020,7/11/2020,Clare,31,3
7/10/2020,7/11/2020,Clinton,232,12
7/10/2020,7/11/2020,Crawford,77,5
7/10/2020,7/11/2020,Delta,26,3
7/10/2020,7/11/2020,Detroit City,11878,1452
7/10/2020,7/11/2020,Dickinson,17,2
7/10/2020,7/11/2020,Eaton,281,7
7/10/2020,7/11/2020,Emmet,31,2
7/10/2020,7/11/2020,FCI,182,5
7/10/2020,7/11/2020,Genesee,2302,266
7/10/2020,7/11/2020,Gladwin,27,1
7/10/2020,7/11/2020,Gogebic,11,1
7/10/2020,7/11/2020,Grand Traverse,81,5
7/10/2020,7/11/2020,Gratiot,95,14
7/10/2020,7/11/2020,Hillsdale,192,25
7/10/2020,7/11/2020,Houghton,25,0
7/10/2020,7/11/2020,Huron,63,3
7/10/2020,7/11/2020,Ingham,1112,30
7/10/2020,7/11/2020,Ionia,183,4
7/10/2020,7/11/2020,Iosco,104,10
7/10/2020,7/11/2020,Iron,6,1
7/10/2020,7/11/2020,Isabella,128,8
7/10/2020,7/11/2020,Jackson,516,31
7/10/2020,7/11/2020,Kalamazoo,1117,69
7/10/2020,7/11/2020,Kalkaska,28,2
7/10/2020,7/11/2020,Kent,5189,138
7/10/2020,7/11/2020,Keweenaw,1,0
7/10/2020,7/11/2020,Lake,11,0
7/10/2020,7/11/2020,Lapeer,265,30
7/10/2020,7/11/2020,Leelanau,33,0
7/10/2020,7/11/2020,Lenawee,227,10
7/10/2020,7/11/2020,Livingston,486,27
7/10/2020,7/11/2020,Luce,3,0
7/10/2020,7/11/2020,MDOC,4109,68
7/10/2020,7/11/2020,Mackinac,9,0
7/10/2020,7/11/2020,Macomb,7490,887
7/10/2020,7/11/2020,Manistee,23,0
7/10/2020,7/11/2020,Marquette,85,11
7/10/2020,7/11/2020,Mason,65,0
7/10/2020,7/11/2020,Mecosta,31,2
7/10/2020,7/11/2020,Menominee,38,0
7/10/2020,7/11/2020,Midland,138,9
7/10/2020,7/11/2020,Missaukee,25,1
7/10/2020,7/11/2020,Monroe,563,20
7/10/2020,7/11/2020,Montcalm,114,1
7/10/2020,7/11/2020,Montmorency,6,0
7/10/2020,7/11/2020,Muskegon,887,54
7/10/2020,7/11/2020,Newaygo,183,0
7/10/2020,7/11/2020,Oakland,9405,1060
7/10/2020,7/11/2020,Oceana,366,4
7/10/2020,7/11/2020,Ogemaw,33,2
7/10/2020,7/11/2020,Ontonagon,1,0
7/10/2020,7/11/2020,Osceola,39,0
7/10/2020,7/11/2020,Oscoda,16,1
7/10/2020,7/11/2020,Otsego,106,10
7/10/2020,7/11/2020,Ottawa,1156,47
7/10/2020,7/11/2020,Out of State,39,0
7/10/2020,7/11/2020,Presque Isle,13,0
7/10/2020,7/11/2020,Roscommon,26,0
7/10/2020,7/11/2020,Saginaw,1308,121
7/10/2020,7/11/2020,Sanilac,53,5
7/10/2020,7/11/2020,Schoolcraft,7,0
7/10/2020,7/11/2020,Shiawassee,258,27
7/10/2020,7/11/2020,St. Clair,517,52
7/10/2020,7/11/2020,St. Joseph,335,5
7/10/2020,7/11/2020,Tuscola,233,26
7/10/2020,7/11/2020,Unknown,17,0
7/10/2020,7/11/2020,Van Buren,236,8
7/10/2020,7/11/2020,Washtenaw,1648,107
7/10/2020,7/11/2020,Wayne,10877,1176
7/10/2020,7/11/2020,Wexford,43,4
7/11/2020,7/12/2020,Alcona,20,1
7/11/2020,7/12/2020,Alger,3,0
7/11/2020,7/12/2020,Allegan,329,7
7/11/2020,7/12/2020,Alpena,111,12
7/11/2020,7/12/2020,Antrim,23,0
7/11/2020,7/12/2020,Arenac,34,2
7/11/2020,7/12/2020,Baraga,5,0
7/11/2020,7/12/2020,Barry,109,2
7/11/2020,7/12/2020,Bay,384,31
7/11/2020,7/12/2020,Benzie,12,0
7/11/2020,7/12/2020,Berrien,834,60
7/11/2020,7/12/2020,Branch,250,2
7/11/2020,7/12/2020,Calhoun,540,38
7/11/2020,7/12/2020,Cass,169,6
7/11/2020,7/12/2020,Charlevoix,27,2
7/11/2020,7/12/2020,Cheboygan,23,2
7/11/2020,7/12/2020,Chippewa,17,0
7/11/2020,7/12/2020,Clare,31,3
7/11/2020,7/12/2020,Clinton,239,12
7/11/2020,7/12/2020,Crawford,77,5
7/11/2020,7/12/2020,Delta,26,3
7/11/2020,7/12/2020,Detroit City,11898,1458
7/11/2020,7/12/2020,Dickinson,16,2
7/11/2020,7/12/2020,Eaton,287,7
7/11/2020,7/12/2020,Emmet,34,2
7/11/2020,7/12/2020,FCI,182,5
7/11/2020,7/12/2020,Genesee,2308,266
7/11/2020,7/12/2020,Gladwin,27,1
7/11/2020,7/12/2020,Gogebic,12,1
7/11/2020,7/12/2020,Grand Traverse,89,5
7/11/2020,7/12/2020,Gratiot,95,14
7/11/2020,7/12/2020,Hillsdale,192,25
7/11/2020,7/12/2020,Houghton,25,0
7/11/2020,7/12/2020,Huron,66,3
7/11/2020,7/12/2020,Ingham,1122,30
7/11/2020,7/12/2020,Ionia,184,5
7/11/2020,7/12/2020,Iosco,104,10
7/11/2020,7/12/2020,Iron,7,1
7/11/2020,7/12/2020,Isabella,134,8
7/11/2020,7/12/2020,Jackson,523,31
7/11/2020,7/12/2020,Kalamazoo,1135,69
7/11/2020,7/12/2020,Kalkaska,29,2
7/11/2020,7/12/2020,Kent,5299,141
7/11/2020,7/12/2020,Keweenaw,1,0
7/11/2020,7/12/2020,Lake,11,0
7/11/2020,7/12/2020,Lapeer,266,30
7/11/2020,7/12/2020,Leelanau,38,0
7/11/2020,7/12/2020,Lenawee,239,11
7/11/2020,7/12/2020,Livingston,488,27
7/11/2020,7/12/2020,Luce,3,0
7/11/2020,7/12/2020,MDOC,4109,68
7/11/2020,7/12/2020,Mackinac,9,0
7/11/2020,7/12/2020,Macomb,7536,891
7/11/2020,7/12/2020,Manistee,25,0
7/11/2020,7/12/2020,Marquette,85,11
7/11/2020,7/12/2020,Mason,67,0
7/11/2020,7/12/2020,Mecosta,34,2
7/11/2020,7/12/2020,Menominee,40,0
7/11/2020,7/12/2020,Midland,138,9
7/11/2020,7/12/2020,Missaukee,25,1
7/11/2020,7/12/2020,Monroe,567,20
7/11/2020,7/12/2020,Montcalm,117,1
7/11/2020,7/12/2020,Montmorency,7,0
7/11/2020,7/12/2020,Muskegon,894,54
7/11/2020,7/12/2020,Newaygo,187,0
7/11/2020,7/12/2020,Oakland,9479,1066
7/11/2020,7/12/2020,Oceana,381,5
7/11/2020,7/12/2020,Ogemaw,33,2
7/11/2020,7/12/2020,Ontonagon,1,0
7/11/2020,7/12/2020,Osceola,40,0
7/11/2020,7/12/2020,Oscoda,17,1
7/11/2020,7/12/2020,Otsego,107,10
7/11/2020,7/12/2020,Ottawa,1194,47
7/11/2020,7/12/2020,Out of State,58,0
7/11/2020,7/12/2020,Presque Isle,13,0
7/11/2020,7/12/2020,Roscommon,27,0
7/11/2020,7/12/2020,Saginaw,1325,121
7/11/2020,7/12/2020,Sanilac,53,5
7/11/2020,7/12/2020,Schoolcraft,7,0
7/11/2020,7/12/2020,Shiawassee,259,27
7/11/2020,7/12/2020,St. Clair,517,52
7/11/2020,7/12/2020,St. Joseph,341,5
7/11/2020,7/12/2020,Tuscola,237,27
7/11/2020,7/12/2020,Unknown,49,0
7/11/2020,7/12/2020,Van Buren,242,8
7/11/2020,7/12/2020,Washtenaw,1674,108
7/11/2020,7/12/2020,Wayne,10934,1180
7/11/2020,7/12/2020,Wexford,43,4
7/12/2020,7/13/2020,Alcona,20,1
7/12/2020,7/13/2020,Alger,3,0
7/12/2020,7/13/2020,Allegan,331,7
7/12/2020,7/13/2020,Alpena,111,12
7/12/2020,7/13/2020,Antrim,24,0
7/12/2020,7/13/2020,Arenac,34,2
7/12/2020,7/13/2020,Baraga,5,0
7/12/2020,7/13/2020,Barry,111,2
7/12/2020,7/13/2020,Bay,388,31
7/12/2020,7/13/2020,Benzie,12,0
7/12/2020,7/13/2020,Berrien,840,60
7/12/2020,7/13/2020,Branch,252,2
7/12/2020,7/13/2020,Calhoun,540,38
7/12/2020,7/13/2020,Cass,170,6
7/12/2020,7/13/2020,Charlevoix,28,2
7/12/2020,7/13/2020,Cheboygan,25,2
7/12/2020,7/13/2020,Chippewa,17,0
7/12/2020,7/13/2020,Clare,31,3
7/12/2020,7/13/2020,Clinton,240,12
7/12/2020,7/13/2020,Crawford,81,5
7/12/2020,7/13/2020,Delta,27,3
7/12/2020,7/13/2020,Detroit City,11932,1458
7/12/2020,7/13/2020,Dickinson,16,2
7/12/2020,7/13/2020,Eaton,286,7
7/12/2020,7/13/2020,Emmet,34,2
7/12/2020,7/13/2020,FCI,183,5
7/12/2020,7/13/2020,Genesee,2322,266
7/12/2020,7/13/2020,Gladwin,27,1
7/12/2020,7/13/2020,Gogebic,12,1
7/12/2020,7/13/2020,Grand Traverse,88,5
7/12/2020,7/13/2020,Gratiot,95,14
7/12/2020,7/13/2020,Hillsdale,192,25
7/12/2020,7/13/2020,Houghton,25,0
7/12/2020,7/13/2020,Huron,67,3
7/12/2020,7/13/2020,Ingham,1133,30
7/12/2020,7/13/2020,Ionia,185,5
7/12/2020,7/13/2020,Iosco,105,10
7/12/2020,7/13/2020,Iron,7,1
7/12/2020,7/13/2020,Isabella,135,8
7/12/2020,7/13/2020,Jackson,527,31
7/12/2020,7/13/2020,Kalamazoo,1152,69
7/12/2020,7/13/2020,Kalkaska,29,2
7/12/2020,7/13/2020,Kent,5363,141
7/12/2020,7/13/2020,Keweenaw,1,0
7/12/2020,7/13/2020,Lake,11,0
7/12/2020,7/13/2020,Lapeer,268,30
7/12/2020,7/13/2020,Leelanau,40,0
7/12/2020,7/13/2020,Lenawee,242,11
7/12/2020,7/13/2020,Livingston,491,27
7/12/2020,7/13/2020,Luce,3,0
7/12/2020,7/13/2020,MDOC,4109,68
7/12/2020,7/13/2020,Mackinac,9,0
7/12/2020,7/13/2020,Macomb,7582,891
7/12/2020,7/13/2020,Manistee,26,0
7/12/2020,7/13/2020,Marquette,86,11
7/12/2020,7/13/2020,Mason,69,0
7/12/2020,7/13/2020,Mecosta,36,2
7/12/2020,7/13/2020,Menominee,41,0
7/12/2020,7/13/2020,Midland,139,9
7/12/2020,7/13/2020,Missaukee,25,1
7/12/2020,7/13/2020,Monroe,569,20
7/12/2020,7/13/2020,Montcalm,117,1
7/12/2020,7/13/2020,Montmorency,7,0
7/12/2020,7/13/2020,Muskegon,907,54
7/12/2020,7/13/2020,Newaygo,190,0
7/12/2020,7/13/2020,Oakland,9535,1066
7/12/2020,7/13/2020,Oceana,388,5
7/12/2020,7/13/2020,Ogemaw,33,2
7/12/2020,7/13/2020,Ontonagon,1,0
7/12/2020,7/13/2020,Osceola,41,0
7/12/2020,7/13/2020,Oscoda,17,1
7/12/2020,7/13/2020,Otsego,107,10
7/12/2020,7/13/2020,Ottawa,1214,47
7/12/2020,7/13/2020,Out of State,69,0
7/12/2020,7/13/2020,Presque Isle,13,0
7/12/2020,7/13/2020,Roscommon,29,0
7/12/2020,7/13/2020,Saginaw,1334,121
7/12/2020,7/13/2020,Sanilac,53,5
7/12/2020,7/13/2020,Schoolcraft,7,0
7/12/2020,7/13/2020,Shiawassee,260,27
7/12/2020,7/13/2020,St. Clair,519,52
7/12/2020,7/13/2020,St. Joseph,342,5
7/12/2020,7/13/2020,Tuscola,238,27
7/12/2020,7/13/2020,Unknown,1,0
7/12/2020,7/13/2020,Van Buren,242,8
7/12/2020,7/13/2020,Washtenaw,1679,108
7/12/2020,7/13/2020,Wayne,11000,1181
7/12/2020,7/13/2020,Wexford,43,4
7/13/2020,7/14/2020,Alcona,20,1
7/13/2020,7/14/2020,Alger,3,0
7/13/2020,7/14/2020,Allegan,335,7
7/13/2020,7/14/2020,Alpena,111,12
7/13/2020,7/14/2020,Antrim,25,0
7/13/2020,7/14/2020,Arenac,34,2
7/13/2020,7/14/2020,Baraga,5,0
7/13/2020,7/14/2020,Barry,116,2
7/13/2020,7/14/2020,Bay,392,31
7/13/2020,7/14/2020,Benzie,13,0
7/13/2020,7/14/2020,Berrien,853,60
7/13/2020,7/14/2020,Branch,252,2
7/13/2020,7/14/2020,Calhoun,545,38
7/13/2020,7/14/2020,Cass,175,6
7/13/2020,7/14/2020,Charlevoix,28,2
7/13/2020,7/14/2020,Cheboygan,22,2
7/13/2020,7/14/2020,Chippewa,19,0
7/13/2020,7/14/2020,Clare,31,3
7/13/2020,7/14/2020,Clinton,243,12
7/13/2020,7/14/2020,Crawford,79,5
7/13/2020,7/14/2020,Delta,28,4
7/13/2020,7/14/2020,Detroit City,11961,1459
7/13/2020,7/14/2020,Dickinson,16,2
7/13/2020,7/14/2020,Eaton,287,7
7/13/2020,7/14/2020,Emmet,35,2
7/13/2020,7/14/2020,FCI,183,5
7/13/2020,7/14/2020,Genesee,2323,266
7/13/2020,7/14/2020,Gladwin,28,1
7/13/2020,7/14/2020,Gogebic,14,1
7/13/2020,7/14/2020,Grand Traverse,88,5
7/13/2020,7/14/2020,Gratiot,97,14
7/13/2020,7/14/2020,Hillsdale,194,25
7/13/2020,7/14/2020,Houghton,25,0
7/13/2020,7/14/2020,Huron,68,3
7/13/2020,7/14/2020,Ingham,1145,29
7/13/2020,7/14/2020,Ionia,186,5
7/13/2020,7/14/2020,Iosco,105,10
7/13/2020,7/14/2020,Iron,8,1
7/13/2020,7/14/2020,Isabella,137,8
7/13/2020,7/14/2020,Jackson,531,31
7/13/2020,7/14/2020,Kalamazoo,1155,69
7/13/2020,7/14/2020,Kalkaska,29,2
7/13/2020,7/14/2020,Kent,5398,142
7/13/2020,7/14/2020,Keweenaw,1,0
7/13/2020,7/14/2020,Lake,11,0
7/13/2020,7/14/2020,Lapeer,270,31
7/13/2020,7/14/2020,Leelanau,40,0
7/13/2020,7/14/2020,Lenawee,246,11
7/13/2020,7/14/2020,Livingston,493,27
7/13/2020,7/14/2020,Luce,3,0
7/13/2020,7/14/2020,MDOC,4109,68
7/13/2020,7/14/2020,Mackinac,9,0
7/13/2020,7/14/2020,Macomb,7625,891
7/13/2020,7/14/2020,Manistee,26,0
7/13/2020,7/14/2020,Marquette,88,11
7/13/2020,7/14/2020,Mason,69,0
7/13/2020,7/14/2020,Mecosta,36,2
7/13/2020,7/14/2020,Menominee,42,0
7/13/2020,7/14/2020,Midland,140,9
7/13/2020,7/14/2020,Missaukee,25,1
7/13/2020,7/14/2020,Monroe,578,20
7/13/2020,7/14/2020,Montcalm,119,1
7/13/2020,7/14/2020,Montmorency,7,0
7/13/2020,7/14/2020,Muskegon,917,54
7/13/2020,7/14/2020,Newaygo,194,0
7/13/2020,7/14/2020,Oakland,9585,1067
7/13/2020,7/14/2020,Oceana,390,5
7/13/2020,7/14/2020,Ogemaw,33,2
7/13/2020,7/14/2020,Ontonagon,1,0
7/13/2020,7/14/2020,Osceola,44,0
7/13/2020,7/14/2020,Oscoda,17,1
7/13/2020,7/14/2020,Otsego,107,10
7/13/2020,7/14/2020,Ottawa,1222,48
7/13/2020,7/14/2020,Out of State,75,0
7/13/2020,7/14/2020,Presque Isle,15,0
7/13/2020,7/14/2020,Roscommon,30,0
7/13/2020,7/14/2020,Saginaw,1347,122
7/13/2020,7/14/2020,Sanilac,53,5
7/13/2020,7/14/2020,Schoolcraft,7,0
7/13/2020,7/14/2020,Shiawassee,259,27
7/13/2020,7/14/2020,St. Clair,523,52
7/13/2020,7/14/2020,St. Joseph,348,5
7/13/2020,7/14/2020,Tuscola,235,27
7/13/2020,7/14/2020,Unknown,5,0
7/13/2020,7/14/2020,Van Buren,242,8
7/13/2020,7/14/2020,Washtenaw,1699,108
7/13/2020,7/14/2020,Wayne,11051,1182
7/13/2020,7/14/2020,Wexford,44,4
7/14/2020,7/15/2020,Alcona,20,1
7/14/2020,7/15/2020,Alger,3,0
7/14/2020,7/15/2020,Allegan,345,7
7/14/2020,7/15/2020,Alpena,111,12
7/14/2020,7/15/2020,Antrim,25,0
7/14/2020,7/15/2020,Arenac,34,2
7/14/2020,7/15/2020,Baraga,6,0
7/14/2020,7/15/2020,Barry,116,2
7/14/2020,7/15/2020,Bay,396,31
7/14/2020,7/15/2020,Benzie,14,0
7/14/2020,7/15/2020,Berrien,859,61
7/14/2020,7/15/2020,Branch,254,2
7/14/2020,7/15/2020,Calhoun,552,38
7/14/2020,7/15/2020,Cass,180,6
7/14/2020,7/15/2020,Charlevoix,28,2
7/14/2020,7/15/2020,Cheboygan,24,2
7/14/2020,7/15/2020,Chippewa,20,0
7/14/2020,7/15/2020,Clare,33,3
7/14/2020,7/15/2020,Clinton,245,12
7/14/2020,7/15/2020,Crawford,79,5
7/14/2020,7/15/2020,Delta,28,3
7/14/2020,7/15/2020,Detroit City,11995,1459
7/14/2020,7/15/2020,Dickinson,20,2
7/14/2020,7/15/2020,Eaton,287,7
7/14/2020,7/15/2020,Emmet,35,2
7/14/2020,7/15/2020,FCI,183,5
7/14/2020,7/15/2020,Genesee,2338,266
7/14/2020,7/15/2020,Gladwin,28,1
7/14/2020,7/15/2020,Gogebic,15,1
7/14/2020,7/15/2020,Grand Traverse,97,5
7/14/2020,7/15/2020,Gratiot,97,14
7/14/2020,7/15/2020,Hillsdale,196,25
7/14/2020,7/15/2020,Houghton,25,0
7/14/2020,7/15/2020,Huron,70,3
7/14/2020,7/15/2020,Ingham,1165,29
7/14/2020,7/15/2020,Ionia,188,5
7/14/2020,7/15/2020,Iosco,105,10
7/14/2020,7/15/2020,Iron,8,1
7/14/2020,7/15/2020,Isabella,139,8
7/14/2020,7/15/2020,Jackson,534,31
7/14/2020,7/15/2020,Kalamazoo,1168,70
7/14/2020,7/15/2020,Kalkaska,29,2
7/14/2020,7/15/2020,Kent,5483,142
7/14/2020,7/15/2020,Keweenaw,2,0
7/14/2020,7/15/2020,Lake,13,0
7/14/2020,7/15/2020,Lapeer,275,31
7/14/2020,7/15/2020,Leelanau,44,0
7/14/2020,7/15/2020,Lenawee,248,11
7/14/2020,7/15/2020,Livingston,495,27
7/14/2020,7/15/2020,Luce,3,0
7/14/2020,7/15/2020,MDOC,4113,68
7/14/2020,7/15/2020,Mackinac,9,0
7/14/2020,7/15/2020,Macomb,7670,892
7/14/2020,7/15/2020,Manistee,26,0
7/14/2020,7/15/2020,Marquette,89,11
7/14/2020,7/15/2020,Mason,71,0
7/14/2020,7/15/2020,Mecosta,36,2
7/14/2020,7/15/2020,Menominee,46,0
7/14/2020,7/15/2020,Midland,145,9
7/14/2020,7/15/2020,Missaukee,25,1
7/14/2020,7/15/2020,Monroe,581,22
7/14/2020,7/15/2020,Montcalm,120,1
7/14/2020,7/15/2020,Montmorency,7,0
7/14/2020,7/15/2020,Muskegon,924,54
7/14/2020,7/15/2020,Newaygo,193,0
7/14/2020,7/15/2020,Oakland,9645,1068
7/14/2020,7/15/2020,Oceana,391,5
7/14/2020,7/15/2020,Ogemaw,33,2
7/14/2020,7/15/2020,Ontonagon,1,0
7/14/2020,7/15/2020,Osceola,47,0
7/14/2020,7/15/2020,Oscoda,17,1
7/14/2020,7/15/2020,Otsego,107,10
7/14/2020,7/15/2020,Ottawa,1250,48
7/14/2020,7/15/2020,Out of State,52,0
7/14/2020,7/15/2020,Presque Isle,14,0
7/14/2020,7/15/2020,Roscommon,30,0
7/14/2020,7/15/2020,Saginaw,1361,122
7/14/2020,7/15/2020,Sanilac,53,5
7/14/2020,7/15/2020,Schoolcraft,7,0
7/14/2020,7/15/2020,Shiawassee,260,27
7/14/2020,7/15/2020,St. Clair,525,52
7/14/2020,7/15/2020,St. Joseph,352,5
7/14/2020,7/15/2020,Tuscola,234,27
7/14/2020,7/15/2020,Unknown,23,0
